Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1629770,1629770,3566,670.560,16.202,6.267,0,241.800,806,0.150,1,-10921639,2842.800,2876,2531,3023,14214,205.812,0.300,0.114,2.827
ID1629816,1629816,3566,501.306,16.363,6.470,0,242.100,807,0.150,1,-10921639,2782.000,2752,2343,3081,13910,288.236,0.480,0.078,1.389
ID1629791,1629791,3567,721.919,4.452,0.055,0,242.100,807,0.150,1,-10921639,3467.800,3278,3158,4085,17339,385.973,0.478,0.122,1.950
ID1629837,1629837,3567,755.583,4.558,0.000,0,242.400,808,0.150,1,-10921639,4059.800,4272,3342,4407,20299,426.830,0.240,0.243,3.719
ID1629876,1629876,3567,678.064,4.664,0.106,0,242.700,809,0.150,1,-10921639,3557.600,3269,2823,5000,17788,876.436,0.240,0.147,1.043
ID1629813,1629813,3568,1476.177,3.393,5.399,0,242.100,807,0.150,1,-10921639,3823.600,3707,3381,4545,19118,455.753,0.240,0.242,3.271
ID1629855,1629855,3568,1444.548,3.366,5.410,0,242.400,808,0.150,1,-10921639,3802.600,3717,3380,4145,19013,307.328,0.300,0.191,3.977
ID1629814,1629814,3569,917.404,9.565,5.724,0,242.100,807,0.150,1,-10921639,3426.400,3378,3148,3682,17132,205.258,0.476,0.147,4.268
ID1629856,1629856,3569,791.001,9.559,5.532,0,242.400,808,0.150,1,-10921639,3216.400,3165,3132,3447,16082,131.238,0.240,0.138,5.961
ID1629806,1629806,3570,699.053,7.121,3.809,0,242.100,807,0.150,1,-10921639,2870.600,2942,2497,3177,14353,258.887,0.300,0.109,2.185
ID1629849,1629849,3570,1478.783,7.192,3.820,0,242.400,808,0.150,1,-10921639,4170.000,4232,3589,4677,20850,478.782,0.240,0.249,3.473
ID1629795,1629795,3571,853.954,18.641,0.964,0,242.100,807,0.150,1,-10921639,3320.400,3324,3147,3500,16602,168.274,0.300,0.136,4.714
ID1629841,1629841,3571,694.002,18.733,1.206,0,242.400,808,0.150,1,-10921639,3012.000,3099,2512,3289,15060,311.427,0.300,0.103,1.809
ID1629875,1629875,3572,517.347,4.751,15.531,0,242.400,808,0.150,1,-10921639,2697.600,2775,1606,3507,13488,684.763,0.476,0.092,0.661
ID1629910,1629910,3572,507.664,4.585,15.529,0,242.700,809,0.150,1,-10921639,2936.400,2718,2546,3535,14682,406.816,0.240,0.116,1.499
ID1629954,1629954,3572,525.241,4.616,15.520,0,243.000,810,0.150,1,-10921639,2772.200,2750,2405,3182,13861,285.832,0.473,0.095,1.685
ID1629999,1629999,3572,637.508,4.584,15.386,0,243.300,811,0.150,1,-10921639,2902.600,2894,2758,3006,14513,105.616,0.240,0.128,6.221
ID1630101,1630101,3572,510.928,4.419,14.913,0,244.200,814,0.150,1,-10921639,2667.200,2515,2328,3114,13336,327.876,0.480,0.087,1.308
ID1630141,1630141,3572,695.163,4.243,14.920,0,244.500,815,0.150,1,-10921639,2769.600,2752,2514,2995,13848,180.217,0.240,0.126,3.442
ID1629846,1629846,3573,769.089,18.491,2.467,0,242.400,808,0.150,1,-10921639,3295.400,3360,2875,3720,16477,400.103,0.240,0.150,2.154
ID1629883,1629883,3573,812.888,18.467,2.430,0,242.700,809,0.150,1,-10921639,3257.200,3104,2877,3675,16286,381.834,0.300,0.128,1.939
ID1629921,1629921,3573,786.364,18.478,2.398,0,243.000,810,0.150,1,-10921639,3433.600,3299,3089,4101,17168,395.962,0.478,0.140,2.133
ID1629870,1629870,3574,523.844,4.820,15.055,0,242.400,808,0.150,1,-10921639,2746.200,2925,2104,2991,13731,367.189,0.479,0.069,0.959
ID1629909,1629909,3574,518.474,4.970,15.006,0,242.700,809,0.150,1,-10921639,2438.400,2622,1862,2673,12192,341.512,0.300,0.069,0.924
ID1629858,1629858,3575,917.177,9.653,6.059,0,242.400,808,0.150,1,-10921639,3456.000,3376,3176,4048,17280,356.293,0.475,0.162,2.701
ID1629896,1629896,3575,941.274,9.708,6.048,0,242.700,809,0.150,1,-10921639,3365.000,3458,3114,3517,16825,172.144,0.240,0.151,5.133
ID1629933,1629933,3575,1001.221,10.109,5.985,0,243.000,810,0.150,1,-10921639,3235.600,3421,2218,3950,16178,686.650,0.300,0.126,1.054
ID1629977,1629977,3575,513.182,9.995,6.041,0,243.300,811,0.150,1,-10921639,3014.000,2849,2782,3399,15070,271.843,0.450,0.104,2.094
ID1630017,1630017,3575,572.810,10.114,6.091,0,243.600,812,0.150,1,-10921639,2849.800,2929,2279,3154,14249,339.994,0.300,0.112,1.685
ID1629859,1629859,3576,1173.212,15.379,6.361,0,242.400,808,0.150,1,-10921639,3773.400,3653,2994,4727,18867,762.034,0.300,0.207,1.698
ID1629897,1629897,3576,693.500,15.387,6.364,0,242.700,809,0.150,1,-10921639,3064.800,2967,2914,3497,15324,244.064,0.300,0.103,2.345
ID1629934,1629934,3576,914.423,15.282,6.324,0,243.000,810,0.150,1,-10921639,3605.200,3494,3421,3858,18026,211.655,0.477,0.159,4.662
ID1630299,1630299,3576,500.465,15.189,6.569,0,246.000,820,0.150,1,-10921639,2716.600,2652,2599,2934,13583,133.700,0.300,0.085,3.169
ID1630341,1630341,3576,536.013,15.156,6.486,0,246.300,821,0.150,1,-10921639,2689.800,2777,2321,3056,13449,281.966,0.300,0.083,1.464
ID1630374,1630374,3576,699.315,15.211,6.517,0,246.600,822,0.150,1,-10921639,3179.000,3380,2387,3540,15895,485.923,0.240,0.138,1.584
ID1630447,1630447,3576,579.097,15.090,6.504,0,247.200,824,0.150,1,-10921639,3027.800,3085,2237,3524,15139,480.743,0.240,0.105,1.200
ID1630490,1630490,3576,511.872,15.138,6.515,0,247.500,825,0.150,1,-10921639,3146.000,3265,2387,3534,15730,475.562,0.240,0.119,1.410
ID1630529,1630529,3576,614.770,15.211,6.548,0,247.800,826,0.150,1,-10921639,2893.600,2944,2621,3215,14468,226.868,0.479,0.095,2.212
ID1630568,1630568,3576,585.884,15.160,6.516,0,248.100,827,0.150,1,-10921639,2845.000,2928,1995,3495,14225,622.209,0.474,0.100,0.830
ID1630606,1630606,3576,537.472,15.145,6.563,0,248.400,828,0.150,1,-10921639,2846.400,2805,2418,3381,14232,351.262,0.300,0.086,1.286
ID1630642,1630642,3576,741.657,15.216,6.487,0,248.700,829,0.150,1,-10921639,2982.800,3233,2202,3334,14914,466.321,0.300,0.136,1.532
ID1630736,1630736,3576,2264.267,15.173,6.260,0,249.300,831,0.150,1,-10921639,4762.000,4751,4404,5356,23810,371.597,0.240,0.267,5.404
ID1630776,1630776,3576,918.959,15.079,6.154,0,249.600,832,0.150,1,-10921639,3636.600,3539,3321,4248,18183,356.553,0.240,0.167,2.917
ID1629887,1629887,3577,691.875,0.000,3.392,0,242.700,809,0.150,1,-10921639,3222.200,3137,2698,3890,16111,552.213,0.480,0.170,1.693
ID1629927,1629927,3577,638.058,0.000,3.604,0,243.000,810,0.150,1,-10921639,3255.400,3161,3116,3620,16277,207.071,0.300,0.135,3.729
ID1629898,1629898,3578,577.415,8.134,6.875,0,242.700,809,0.150,1,-10921639,3198.200,3163,2645,4092,15991,582.714,0.240,0.140,1.344
ID1629936,1629936,3578,501.481,8.246,6.955,0,243.000,810,0.150,1,-10921639,2813.400,3029,2283,3102,14067,356.301,0.300,0.057,0.855
ID1629899,1629899,3579,584.487,10.195,9.943,0,242.700,809,0.150,1,-10921639,2934.600,2938,2610,3207,14673,255.328,0.300,0.109,2.267
ID1629940,1629940,3579,975.055,10.081,10.099,0,243.000,810,0.150,1,-10921639,3552.800,3071,2759,5042,17764,932.903,0.240,0.202,1.280
ID1629992,1629992,3579,595.664,9.856,10.278,0,243.300,811,0.150,1,-10921639,3198.000,3077,2714,3865,15990,468.539,0.240,0.168,1.968
ID1630054,1630054,3579,673.164,9.655,10.628,0,243.900,813,0.150,1,-10921639,2964.800,2817,2473,3665,14824,449.085,0.240,0.149,1.714
ID1630093,1630093,3579,567.237,9.555,10.848,0,244.200,814,0.150,1,-10921639,2964.800,3011,2706,3168,14824,176.824,0.240,0.145,4.248
ID1629914,1629914,3580,500.029,12.628,1.461,0,243.000,810,0.150,1,-10921639,3395.800,3446,2862,4149,16979,492.322,0.478,0.129,1.574
ID1629960,1629960,3580,832.334,12.623,1.314,0,243.300,811,0.150,1,-10921639,3336.000,3545,2549,3815,16680,512.150,0.477,0.111,1.307
ID1630007,1630007,3580,657.608,12.560,1.411,0,243.600,812,0.150,1,-10921639,2988.600,3054,2390,3379,14943,396.891,0.476,0.088,1.221
ID1630039,1630039,3580,583.497,12.566,1.445,0,243.900,813,0.150,1,-10921639,3121.400,3037,2257,3780,15607,585.481,0.477,0.109,1.044
ID1630072,1630072,3580,717.091,12.674,1.504,0,244.200,814,0.150,1,-10921639,3329.200,3327,2921,3695,16646,298.143,0.300,0.129,2.559
ID1630114,1630114,3580,819.224,12.628,1.451,0,244.500,815,0.150,1,-10921639,3400.800,3440,2823,3757,17004,365.382,0.300,0.135,2.213
ID1630144,1630144,3580,550.630,12.588,1.423,0,244.800,816,0.150,1,-10921639,3322.000,3103,2427,4509,16610,767.338,0.300,0.117,0.906
ID1630173,1630173,3580,640.509,12.624,1.490,0,245.100,817,0.150,1,-10921639,3116.800,3101,2664,3551,15584,334.006,0.240,0.127,2.110
ID1629926,1629926,3581,693.156,13.749,3.489,0,243.000,810,0.150,1,-10921639,3179.200,3164,2840,3547,15896,253.065,0.477,0.121,2.716
ID1629970,1629970,3581,781.820,13.737,3.476,0,243.300,811,0.150,1,-10921639,3296.000,3319,3074,3460,16480,139.648,0.240,0.125,5.233
ID1630013,1630013,3581,793.880,13.719,3.445,0,243.600,812,0.150,1,-10921639,3523.600,3511,2996,4197,17618,481.698,0.479,0.155,1.967
ID1630045,1630045,3581,1158.596,13.645,3.414,0,243.900,813,0.150,1,-10921639,3937.800,3782,3425,4852,19689,540.602,0.300,0.183,2.255
ID1629986,1629986,3582,1055.843,7.432,8.718,0,243.300,811,0.150,1,-10921639,3385.400,3337,3245,3597,16927,139.679,0.240,0.152,6.391
ID1630021,1630021,3582,544.568,7.294,8.519,0,243.600,812,0.150,1,-10921639,2729.000,2634,2605,2930,13645,149.302,0.455,0.113,3.705
ID1630128,1630128,3582,817.590,7.159,8.305,0,244.500,815,0.150,1,-10921639,3284.600,3130,3041,3789,16423,305.497,0.240,0.158,2.942
ID1630156,1630156,3582,928.121,7.036,8.071,0,244.800,816,0.150,1,-10921639,3172.800,3182,3071,3252,15864,66.586,0.475,0.143,11.890
ID1629938,1629938,3583,1085.970,6.422,9.004,0,243.000,810,0.150,1,-10921639,3532.400,3668,2985,4067,17662,466.908,0.300,0.180,2.306
ID1629987,1629987,3583,1057.648,6.412,8.895,0,243.300,811,0.150,1,-10921639,3812.600,3974,3250,4158,19063,404.281,0.477,0.212,3.294
ID1630022,1630022,3583,1029.805,6.358,8.946,0,243.600,812,0.150,1,-10921639,3719.800,3647,3102,4605,18599,584.233,0.240,0.216,2.264
ID1630052,1630052,3583,960.270,6.344,8.966,0,243.900,813,0.150,1,-10921639,3529.000,3599,2760,3928,17645,475.030,0.240,0.158,2.028
ID1630030,1630030,3584,719.937,3.523,15.368,0,243.600,812,0.150,1,-10921639,2921.000,2902,2186,3518,14605,503.424,0.471,0.120,1.242
ID1630064,1630064,3584,741.239,3.627,15.575,0,243.900,813,0.150,1,-10921639,3203.200,3147,2955,3563,16016,251.939,0.480,0.132,2.965
ID1630102,1630102,3584,646.407,3.357,15.535,0,244.200,814,0.150,1,-10921639,2963.200,3060,2276,3485,14816,460.974,0.300,0.077,0.915
ID1630142,1630142,3584,771.941,3.312,15.604,0,244.500,815,0.150,1,-10921639,2992.200,3051,2647,3167,14961,201.155,0.470,0.112,3.007
ID1630167,1630167,3584,763.730,3.444,15.461,0,244.800,816,0.150,1,-10921639,2935.800,3012,2627,3098,14679,199.218,0.300,0.087,2.352
ID1630197,1630197,3584,781.023,3.136,15.487,0,245.100,817,0.150,1,-10921639,3367.200,3366,2865,4300,16836,573.436,0.240,0.177,1.764
ID1630234,1630234,3584,566.371,2.969,15.403,0,245.400,818,0.150,1,-10921639,2808.800,2900,2091,3303,14044,441.346,0.240,0.091,1.066
ID1630276,1630276,3584,575.086,3.045,15.435,0,245.700,819,0.150,1,-10921639,3092.200,3284,2333,3543,15461,508.378,0.474,0.145,1.541
ID1630351,1630351,3584,804.307,3.008,15.431,0,246.300,821,0.150,1,-10921639,3277.200,3348,2604,3696,16386,409.408,0.473,0.165,2.270
ID1630388,1630388,3584,502.634,2.983,15.560,0,246.600,822,0.150,1,-10921639,3108.000,2832,2474,4174,15540,665.264,0.300,0.144,1.174
ID1630421,1630421,3584,673.043,3.034,15.482,0,246.900,823,0.150,1,-10921639,2976.000,2971,2593,3453,14880,379.481,0.300,0.125,1.743
ID1630020,1630020,3585,730.398,13.843,7.271,0,243.600,812,0.150,1,-10921639,2896.600,3071,2369,3174,14483,329.356,0.300,0.113,1.786
ID1630050,1630050,3585,942.435,13.877,7.347,0,243.900,813,0.150,1,-10921639,3298.600,3356,3035,3517,16493,228.677,0.300,0.170,4.186
ID1629916,1629916,3586,932.713,10.381,1.588,0,243.000,810,0.150,1,-10921639,3732.200,3872,2960,4163,18661,456.945,0.240,0.167,2.332
ID1629962,1629962,3586,905.286,10.276,1.777,0,243.300,811,0.150,1,-10921639,3343.200,3548,2486,4138,16716,664.209,0.300,0.134,1.187
ID1629939,1629939,3587,543.874,8.155,9.656,0,243.000,810,0.150,1,-10921639,2839.200,2931,2621,2969,14196,162.724,0.240,0.106,3.347
ID1629988,1629988,3587,537.531,8.172,9.612,0,243.300,811,0.150,1,-10921639,2852.600,2803,2718,3165,14263,179.059,0.240,0.100,2.905
ID1629930,1629930,3588,689.316,12.439,5.776,0,243.000,810,0.150,1,-10921639,3020.000,3347,2092,3394,15100,558.249,0.240,0.086,0.858
ID1629976,1629976,3588,713.365,12.519,5.740,0,243.300,811,0.150,1,-10921639,3365.800,3295,2777,3865,16829,414.575,0.240,0.168,2.330
ID1629922,1629922,3589,1136.577,11.685,2.536,0,243.000,810,0.150,1,-10921639,3501.800,3624,3116,3784,17509,302.939,0.300,0.155,3.095
ID1629965,1629965,3589,1494.560,11.662,2.556,0,243.300,811,0.150,1,-10921639,4322.000,4486,3891,4739,21610,363.265,0.300,0.214,4.198
ID1630063,1630063,3590,635.806,2.928,14.697,0,243.900,813,0.150,1,-10921639,2723.200,2746,2078,3054,13616,388.627,0.240,0.130,1.614
ID1630100,1630100,3590,766.395,2.931,14.636,0,244.200,814,0.150,1,-10921639,3196.000,3253,2755,3744,15980,389.121,0.240,0.179,2.492
ID1630136,1630136,3591,516.397,3.364,12.684,0,244.500,815,0.150,1,-10921639,2897.400,2951,2711,3029,14487,135.434,0.479,0.121,4.607
ID1630162,1630162,3591,856.862,3.376,12.607,0,244.800,816,0.150,1,-10921639,3102.400,3197,2754,3374,15512,249.478,0.476,0.160,3.423
ID1630191,1630191,3591,682.733,3.394,12.709,0,245.100,817,0.150,1,-10921639,2987.200,2906,2427,3649,14936,495.746,0.240,0.154,1.609
ID1630540,1630540,3591,1042.935,3.356,12.612,0,247.800,826,0.150,1,-10921639,3197.200,3118,2975,3667,15986,275.674,0.240,0.185,3.628
ID1630578,1630578,3591,735.076,3.400,12.614,0,248.100,827,0.150,1,-10921639,2760.200,2817,2354,3060,13801,275.833,0.300,0.112,2.024
ID1630619,1630619,3591,678.652,3.364,12.655,0,248.400,828,0.150,1,-10921639,2907.400,3023,2413,3132,14537,286.898,0.240,0.126,2.268
ID1630069,1630069,3592,603.482,13.414,1.151,0,244.200,814,0.150,1,-10921639,3244.400,3204,2705,3869,16222,428.449,0.300,0.091,1.263
ID1630112,1630112,3592,604.475,13.469,1.311,0,244.500,815,0.150,1,-10921639,3348.600,3310,2860,3729,16743,329.104,0.240,0.118,2.151
ID1630089,1630089,3593,926.995,0.953,8.897,0,244.200,814,0.150,1,-10921639,3252.600,3162,2604,4188,16263,575.744,0.472,0.176,1.694
ID1630129,1630129,3593,1130.448,1.089,9.093,0,244.500,815,0.150,1,-10921639,3466.000,3476,3106,3745,17330,234.522,0.300,0.175,4.403
ID1630090,1630090,3594,512.536,4.338,9.711,0,244.200,814,0.150,1,-10921639,2643.800,2765,2065,2965,13219,344.028,0.476,0.076,1.084
ID1630130,1630130,3594,619.399,4.332,9.730,0,244.500,815,0.150,1,-10921639,2798.400,2940,2245,3081,13992,339.158,0.476,0.085,1.292
ID1630453,1630453,3594,592.180,4.471,9.748,0,247.200,824,0.150,1,-10921639,2890.800,2800,2645,3159,14454,228.681,0.300,0.097,2.226
ID1630494,1630494,3594,680.896,4.466,9.761,0,247.500,825,0.150,1,-10921639,2877.800,2930,2492,3110,14389,242.180,0.482,0.087,1.904
ID1630080,1630080,3595,806.714,17.776,2.893,0,244.200,814,0.150,1,-10921639,3210.800,3395,2615,3504,16054,360.737,0.300,0.122,1.937
ID1630117,1630117,3595,686.153,17.978,2.957,0,244.500,815,0.150,1,-10921639,3173.200,3151,2885,3394,15866,206.543,0.483,0.115,3.164
ID1630361,1630361,3595,577.992,17.859,2.972,0,246.600,822,0.150,1,-10921639,3626.600,3792,3016,4187,18133,503.170,0.300,0.142,1.791
ID1630401,1630401,3595,959.957,17.897,2.994,0,246.900,823,0.150,1,-10921639,4331.400,4457,3318,4927,21657,604.746,0.240,0.215,2.536
ID1630432,1630432,3595,1355.529,17.928,2.965,0,247.200,824,0.150,1,-10921639,4047.400,4212,3646,4415,20237,337.972,0.240,0.205,4.082
ID1630082,1630082,3596,522.237,16.593,4.610,0,244.200,814,0.150,1,-10921639,2697.200,2945,1964,3249,13486,565.066,0.480,0.061,0.550
ID1630125,1630125,3596,608.252,16.590,4.586,0,244.500,815,0.150,1,-10921639,3037.400,2946,2727,3479,15187,284.627,0.471,0.095,1.855
ID1630181,1630181,3596,715.628,16.621,4.862,0,245.100,817,0.150,1,-10921639,3233.000,3417,2765,3691,16165,406.633,0.240,0.143,1.988
ID1630217,1630217,3596,630.165,16.677,4.777,0,245.400,818,0.150,1,-10921639,3247.200,3288,2637,3717,16236,468.492,0.240,0.160,1.907
ID1630258,1630258,3596,573.132,16.685,4.814,0,245.700,819,0.150,1,-10921639,2846.600,2910,2299,3316,14233,447.937,0.300,0.084,0.981
ID1630155,1630155,3597,1050.264,4.631,7.916,0,244.800,816,0.150,1,-10921639,3830.600,3630,3311,4641,19153,521.693,0.478,0.193,2.374
ID1630184,1630184,3597,775.479,4.799,7.981,0,245.100,817,0.150,1,-10921639,3487.600,3506,3175,3799,17438,261.526,0.240,0.150,3.469
ID1630220,1630220,3597,867.751,5.112,8.000,0,245.400,818,0.150,1,-10921639,3630.800,3433,3319,4454,18154,474.529,0.300,0.147,1.959
ID1630264,1630264,3597,1312.191,5.302,7.965,0,245.700,819,0.150,1,-10921639,3708.000,3721,3053,4255,18540,503.715,0.240,0.199,2.446
ID1630304,1630304,3597,774.505,5.482,7.853,0,246.000,820,0.150,1,-10921639,3118.000,3074,2798,3391,15590,260.993,0.481,0.156,3.227
ID1630343,1630343,3597,719.527,5.652,7.621,0,246.300,821,0.150,1,-10921639,3063.800,2977,2602,3565,15319,353.482,0.473,0.128,1.973
ID1630158,1630158,3598,558.603,0.098,10.250,0,244.800,816,0.150,1,-10921639,2847.400,2804,2556,3178,14237,230.876,0.476,0.095,2.130
ID1630186,1630186,3598,531.845,0.000,10.388,0,245.100,817,0.150,1,-10921639,3150.800,2986,2668,3667,15754,400.503,0.300,0.144,1.977
ID1630171,1630171,3599,546.125,16.063,1.112,0,245.100,817,0.150,1,-10921639,3037.600,3049,2544,3318,15188,311.230,0.240,0.096,1.702
ID1630203,1630203,3599,1223.977,16.203,1.096,0,245.400,818,0.150,1,-10921639,4108.800,3781,3516,4872,20544,663.436,0.240,0.229,2.310
ID1630182,1630182,3600,1270.751,0.056,6.243,0,245.100,817,0.150,1,-10921639,4641.200,4515,3654,5836,23206,976.063,0.240,0.239,1.836
ID1630219,1630219,3600,1193.504,0.089,6.416,0,245.400,818,0.150,1,-10921639,4243.200,4033,3333,5170,21216,729.520,0.474,0.190,1.859
ID1630260,1630260,3600,1677.293,0.217,6.488,0,245.700,819,0.150,1,-10921639,4094.600,4087,3697,4487,20473,288.713,0.240,0.198,4.693
ID1630300,1630300,3600,797.528,0.209,6.662,0,246.000,820,0.150,1,-10921639,3555.200,3260,3051,4257,17776,556.789,0.240,0.165,1.806
ID1630373,1630373,3600,813.474,0.000,6.254,0,246.600,822,0.150,1,-10921639,3544.400,3435,3369,4003,17722,266.372,0.478,0.178,4.024
ID1630410,1630410,3600,517.777,0.000,6.148,0,246.900,823,0.150,1,-10921639,3411.000,3277,3124,4035,17055,357.917,0.476,0.149,2.466
ID1630687,1630687,3600,530.351,0.000,6.254,0,249.000,830,0.150,1,-10921639,2790.800,2674,2311,3376,13954,392.552,0.481,0.127,1.603
ID1630735,1630735,3600,692.471,0.000,6.254,0,249.300,831,0.150,1,-10921639,3192.000,3112,2976,3637,15960,256.048,0.477,0.172,3.652
ID1630775,1630775,3600,558.895,0.181,6.160,0,249.600,832,0.150,1,-10921639,2502.800,2523,2162,2761,12514,248.555,0.477,0.055,1.053
ID1630205,1630205,3601,1114.882,6.898,1.695,0,245.400,818,0.150,1,-10921639,3512.000,3442,3257,3957,17560,262.389,0.300,0.166,3.805
ID1630244,1630244,3601,1168.227,6.840,1.696,0,245.700,819,0.150,1,-10921639,3501.400,3530,3224,3647,17507,165.926,0.300,0.163,5.910
ID1630210,1630210,3602,712.740,1.902,2.827,0,245.400,818,0.150,1,-10921639,3017.800,3108,2304,3882,15089,606.802,0.477,0.129,1.133
ID1630248,1630248,3602,538.322,1.918,2.827,0,245.700,819,0.150,1,-10921639,2897.800,2897,2589,3127,14489,200.403,0.478,0.094,2.495
ID1630213,1630213,3603,624.825,1.792,3.911,0,245.400,818,0.150,1,-10921639,3033.200,3035,2733,3247,15166,193.789,0.479,0.088,2.539
ID1630254,1630254,3603,553.301,1.748,3.805,0,245.700,819,0.150,1,-10921639,3227.000,3503,2558,3710,16135,548.379,0.240,0.143,1.474
ID1630230,1630230,3604,558.828,2.854,13.231,0,245.400,818,0.150,1,-10921639,2855.000,2710,2393,3428,14275,437.137,0.240,0.142,1.625
ID1630273,1630273,3604,963.112,2.885,13.234,0,245.700,819,0.150,1,-10921639,3445.200,3330,2957,3935,17226,437.573,0.479,0.192,2.542
ID1630314,1630314,3604,1147.050,2.866,13.201,0,246.000,820,0.150,1,-10921639,3313.800,3314,3108,3532,16569,152.880,0.475,0.175,6.467
ID1630384,1630384,3604,795.405,2.977,13.226,0,246.600,822,0.150,1,-10921639,2981.800,2978,2771,3265,14909,191.838,0.300,0.125,3.454
ID1630418,1630418,3604,840.834,2.864,13.252,0,246.900,823,0.150,1,-10921639,3479.400,3295,3005,4183,17397,453.145,0.300,0.179,2.337
ID1630501,1630501,3604,956.676,2.868,13.222,0,247.500,825,0.150,1,-10921639,3422.600,3458,2963,3969,17113,377.713,0.240,0.186,2.836
ID1630543,1630543,3604,902.209,2.895,13.210,0,247.800,826,0.150,1,-10921639,3253.000,3186,2847,3850,16265,373.668,0.300,0.180,2.658
ID1630581,1630581,3604,804.968,2.861,13.243,0,248.100,827,0.150,1,-10921639,2906.400,2781,2683,3174,14532,230.207,0.240,0.150,3.287
ID1630622,1630622,3604,1180.978,2.873,13.237,0,248.400,828,0.150,1,-10921639,3450.600,3228,3133,4474,17253,575.044,0.475,0.202,2.019
ID1630663,1630663,3604,795.157,2.888,13.230,0,248.700,829,0.150,1,-10921639,3006.800,2887,2565,3570,15034,385.027,0.480,0.144,1.963
ID1630706,1630706,3604,828.557,2.871,13.181,0,249.000,830,0.150,1,-10921639,3127.400,3318,2586,3542,15637,445.233,0.240,0.159,1.923
ID1630751,1630751,3604,890.912,2.872,13.216,0,249.300,831,0.150,1,-10921639,3508.000,3604,2709,3937,17540,480.191,0.240,0.213,2.566
ID1630795,1630795,3604,759.517,2.884,13.185,0,249.600,832,0.150,1,-10921639,3254.800,2985,2653,4566,16274,789.688,0.300,0.183,1.277
ID1630840,1630840,3604,1205.190,2.870,13.243,0,249.900,833,0.150,1,-10921639,3244.000,3198,2964,3793,16220,323.814,0.240,0.206,3.423
ID1630877,1630877,3604,1359.994,2.867,13.138,0,250.200,834,0.150,1,-10921639,3503.800,3547,3244,3722,17519,227.878,0.240,0.235,5.861
ID1630928,1630928,3604,940.378,2.859,13.143,0,250.500,835,0.150,1,-10921639,3228.600,3128,2701,3796,16143,412.083,0.240,0.188,2.481
ID1630969,1630969,3604,816.236,2.850,13.225,0,250.800,836,0.150,1,-10921639,3376.600,3405,3003,3877,16883,360.876,0.240,0.193,3.028
ID1631008,1631008,3604,1005.841,2.875,13.184,0,251.100,837,0.150,1,-10921639,3247.000,3115,2918,3899,16235,379.582,0.240,0.201,2.859
ID1631056,1631056,3604,1281.039,2.863,13.169,0,251.400,838,0.150,1,-10921639,3552.400,3599,2996,3990,17762,357.006,0.240,0.224,3.646
ID1631101,1631101,3604,1452.299,2.848,13.123,0,251.700,839,0.150,1,-10921639,3605.400,3805,2943,4047,18027,435.052,0.240,0.235,3.155
ID1631138,1631138,3604,941.858,2.865,13.152,0,252.000,840,0.150,1,-10921639,3066.000,3026,2414,3890,15330,531.646,0.300,0.171,1.681
ID1631176,1631176,3604,886.420,2.853,13.157,0,252.300,841,0.150,1,-10921639,3239.000,3413,2831,3491,16195,290.024,0.477,0.166,3.182
ID1631229,1631229,3604,748.349,2.750,13.114,0,252.600,842,0.150,1,-10921639,3341.400,3146,2757,4140,16707,644.766,0.300,0.196,1.700
ID1631270,1631270,3604,1386.650,2.843,13.171,0,252.900,843,0.150,1,-10921639,3376.600,3361,3079,3760,16883,277.750,0.300,0.195,3.962
ID1631312,1631312,3604,689.778,2.771,13.088,0,253.200,844,0.150,1,-10921639,2858.600,2826,1928,3772,14293,658.147,0.240,0.135,1.031
ID1631361,1631361,3604,871.767,2.866,13.176,0,253.500,845,0.150,1,-10921639,3042.800,3038,2569,3524,15214,353.404,0.480,0.137,2.072
ID1631455,1631455,3604,1059.499,2.844,13.149,0,254.100,847,0.150,1,-10921639,3499.200,3469,2946,4235,17496,534.136,0.240,0.198,2.170
ID1631508,1631508,3604,1052.972,2.793,13.118,0,254.400,848,0.150,1,-10921639,3283.200,3208,2789,3645,16416,361.382,0.240,0.189,2.891
ID1631560,1631560,3604,749.424,2.827,13.086,0,254.700,849,0.150,1,-10921639,3273.800,2972,2681,4303,16369,678.172,0.240,0.172,1.418
ID1631605,1631605,3604,527.824,2.773,13.049,0,255.000,850,0.150,1,-10921639,2811.600,2738,2449,3442,14058,393.166,0.300,0.134,1.695
ID1631651,1631651,3604,583.659,2.784,13.044,0,255.300,851,0.150,1,-10921639,2745.800,2652,2402,3170,13729,321.081,0.300,0.126,1.909
ID1630301,1630301,3605,656.681,10.713,6.759,0,246.000,820,0.150,1,-10921639,3059.000,2978,2681,3420,15295,332.600,0.240,0.150,2.393
ID1630342,1630342,3605,1154.265,10.846,6.789,0,246.300,821,0.150,1,-10921639,3704.000,3616,3593,3958,18520,155.408,0.464,0.157,6.466
ID1630375,1630375,3605,889.968,11.053,6.885,0,246.600,822,0.150,1,-10921639,3369.200,3168,3120,3897,16846,335.694,0.240,0.171,2.926
ID1630290,1630290,3606,892.475,17.077,2.615,0,246.000,820,0.150,1,-10921639,3515.800,3533,3313,3811,17579,203.607,0.240,0.163,4.848
